"Census Profile, 2021 Census of Population"
,,,"British Columbia [Province]",,,,,,,,,,,,
"Low income and income inequality in 2020","  18 to 64 years",,3033655,"",1490215,"",1543435,"",   62.9,"",   62.8,"",   62.9,"",
"Low income and income inequality in 2020","  65 years and over",,942860,"",444195,"",498660,"",   19.5,"",   18.7,"",   20.3,"",
"Low income and income inequality in 2020","In low income based on the Low-income cut-offs, after tax (LICO-AT)",,279035,"",139265,"",139770,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  0 to 17 years",, 44480,"", 23070,"", 21410,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","    0 to 5 years",, 11690,"",  6045,"",  5640,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  18 to 64 years",,201000,"",101455,"", 99545,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  65 years and over",, 33555,"", 14740,"", 18815,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",,    5.8,"",    5.9,"",    5.7,"",    5.8,"",    5.9,"",    5.7,"",
"Low income and income inequality in 2020","  0 to 17 years (%)",,    5.2,"",    5.3,"",    5.2,"",    5.2,"",    5.3,"",    5.2,"",
"Low income and income inequality in 2020","    0 to 5 years (%)",,    4.5,"",    4.6,"",    4.5,"",    4.5,"",    4.6,"",    4.5,"",
"Low income and income inequality in 2020","  18 to 64 years (%)",,    6.6,"",    6.8,"",    6.5,"",    6.6,"",    6.8,"",    6.5,"",
"Low income and income inequality in 2020","  65 years and over (%)",,    3.6,"",    3.3,"",    3.8,"",    3.6,"",    3.3,"",    3.8,"",
"Low income and income inequality in 2020","Total - Adjusted after-tax economic family income decile group for the population in private households - 100% data",34,4915940,"",2416800,"",2499140,"",  100.0,"",  100.0,"",  100.0,"",
"Low income and income inequality in 2020","  In bottom half of the distribution",,2300730,"",1101130,"",1199605,"",   46.8,"",   45.6,"",   48.0,"",
"Low income and income inequality in 2020","    In bottom decile",,516435,"",247990,"",268445,"",   10.5,"",   10.3,"",   10.7,"",
"Low income and income inequality in 2020","    In second decile",,444845,"",206090,"",238750,"",    9.0,"",    8.5,"",    9.6,"",
"Low income and income inequality in 2020","    In third decile",,436965,"",208575,"",228385,"",    8.9,"",    8.6,"",    9.1,"",
"Low income and income inequality in 2020","    In fourth decile",,442745,"",214155,"",228590,"",    9.0,"",    8.9,"",    9.1,"",
"Low income and income inequality in 2020","    In fifth decile",,459740,"",224315,"",235420,"",    9.4,"",    9.3,"",    9.4,"",
"Low income and income inequality in 2020","  In top half of the distribution",,2615210,"",1315675,"",1299535,"",   53.2,"",   54.4,"",   52.0,"",
"Low income and income inequality in 2020","    In sixth decile",,475780,"",234975,"",240805,"",    9.7,"",    9.7,"",    9.6,"",
"Low income and income inequality in 2020","    In seventh decile",,494480,"",246315,"",248165,"",   10.1,"",   10.2,"",    9.9,"",
"Low income and income inequality in 2020","    In eighth decile",,518565,"",260640,"",257925,"",   10.5,"",   10.8,"",   10.3,"",
"Low income and income inequality in 2020","    In ninth decile",,550860,"",278965,"",271890,"",   11.2,"",   11.5,"",   10.9,"",
"Low income and income inequality in 2020","    In top decile",,575535,"",294785,"",280750,"",   11.7,"",   12.2,"",   11.2,"",
"Low income and income inequality in 2020","Total - Inequality measures for the population in private households - 100% data",35,4915940,"",,"...",,"...",4915940,"",,"...",,"...",
"Low income and income inequality in 2020","  Gini index on adjusted household total income",,    0.346,"",,"...",,"...",    0.346,"",,"...",,"...",
"Low income and income inequality in 2020","  Gini index on adjusted household market income",,    0.449,"",,"...",,"...",    0.449,"",,"...",,"...",
"Low income and income inequality in 2020","  Gini index on adjusted household after-tax income",,    0.306,"",,"...",,"...",    0.306,"",,"...",,"...",
"Low income and income inequality in 2020","  P90/P10 ratio on adjusted household after-tax income",,    4.0,"",,"...",,"...",    4.0,"",,"...",,"...",
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",36,4951660,"",2434585,"",2517075,"",  100.0,"",  100.0,"",  100.0,"",
"Knowledge of official languages","  English only",,4461290,"",2220225,"",2241070,"",   90.1,"",   91.2,"",   89.0,"",
"Knowledge of official languages","  French only",,  1785,"",   810,"",   970,"",    0.0,"",    0.0,"",    0.0,"",
"Knowledge of official languages","  English and French",,326865,"",146310,"",180565,"",    6.6,"",    6.0,"",    7.2,"",
"Knowledge of official languages","  Neither English nor French",,161720,"", 67240,"", 94475,"",    3.3,"",    2.8,"",    3.8,"",
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",37,4951660,"",2434585,"",2517075,"",  100.0,"",  100.0,"",  100.0,"",
"First official language spoken","  English",,4718195,"",2332370,"",2385825,"",   95.3,"",   95.8,"",   94.8,"",
"First official language spoken","  French",, 56495,"", 28130,"", 28370,"",    1.1,"",    1.2,"",    1.1,"",
"First official language spoken","  English and French",, 18145,"",  8260,"",  9885,"",    0.4,"",    0.3,"",    0.4,"",
"First official language spoken","  Neither English nor French",,158820,"", 65825,"", 92995,"",    3.2,"",    2.7,"",    3.7,"",
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",38,4951660,"",2434585,"",2517075,"",  100.0,"",  100.0,"",  100.0,"",
"Mother tongue","  Single responses",,4761600,"",2343570,"",2418030,"",   96.2,"",   96.3,"",   96.1,"",
"Mother tongue","    Official languages",,3382455,"",1699060,"",1683395,"",   68.3,"",   69.8,"",   66.9,"",
"Mother tongue","      English",,3325035,"",1670420,"",1654615,"",   67.1,"",   68.6,"",   65.7,"",
"Mother tongue","      French",, 57420,"", 28645,"", 28780,"",    1.2,"",    1.2,"",    1.1,"",
"Mother tongue","    Non-official languages",,1379145,"",644515,"",734630,"",   27.9,"",   26.5,"",   29.2,"",
"Mother tongue","      Indigenous languages",39,  5490,"",  2600,"",  2890,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","        Algonquian languages",,   820,"",   390,"",   430,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Blackfoot",,    30,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Cree-Innu languages",,   630,"",   310,"",   320,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Atikamekw",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Cree languages",,   620,"",   305,"",   320,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Ililimowin (Moose Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Inu Ayimun (Southern East Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Iyiyiw-Ayimiwin (Northern East Cree)",,    15,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Nehinawewin (Swampy Cree)",,    50,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Nehiyawewin (Plains Cree)",,   170,"",    75,"",    95,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Nihithawiwin (Woods Cree)",,    85,"",    55,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Cree, n.o.s.",,   305,"",   150,"",   155,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Innu (Montagnais)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Naskapi",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Eastern Algonquian languages",,    15,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Mi'kmaq",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Wolastoqewi (Malecite)",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ojibway-Potawatomi languages",,   155,"",    65,"",    90,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Anicinabemowin (Algonquin)",,     0,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Oji-Cree",,    15,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Ojibway languages",,   135,"",    55,"",    85,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Anishinaabemowin (Chippewa)",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Daawaamwin (Odawa)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Saulteau (Western Ojibway)",,    30,"",     5,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Ojibway, n.o.s.",,   100,"",    45,"",    55,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Algonquian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Athabaskan languages",,  1560,"",   710,"",   850,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Northern Athabaskan languages",,  1545,"",   705,"",   840,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Dakelh (Carrier)",,   615,"",   280,"",   335,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Dane-zaa (Beaver)",,    90,"",    40,"",    50,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Dene, n.o.s.",,    70,"",    40,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Gwich'in",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Slavey-Hare languages",,    60,"",    25,"",    35,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Deh Gah Ghotie Zhatie (South Slavey)",,    20,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Satuotine Yati (North Slavey)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Slavey, n.o.s.",,    40,"",    20,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tahltan languages",,    85,"",    45,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Kaska (Nahani)",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Tahltan",,    80,"",    40,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tlicho (Dogrib)",,    10,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tse'khene (Sekani)",,    35,"",     5,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tsilhqot'in (Chilcotin)",,   460,"",   210,"",   250,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tsuu T'ina (Sarsi)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tutchone languages",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Northern Tutchone",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Southern Tutchone",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Tutchone, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Wetsuwet'en-Babine",,   110,"",    55,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Tlingit",,    10,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Athabaskan languages, n.i.e.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Haida",,    40,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Inuktut (Inuit) languages",,    50,"",    15,"",    35,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Inuinnaqtun (Inuvialuktun)",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Inuinnaqtun",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Inuvialuktun",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Inuktitut",,    35,"",    10,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Inuktut (Inuit) languages, n.i.e.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Iroquoian languages",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Cayuga",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Mohawk",,     5,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Oneida",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Iroquoian languages, n.i.e.",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Ktunaxa (Kutenai)",,    30,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Michif",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Salish languages",,  1080,"",   510,"",   565,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Halkomelem",,   180,"",    90,"",    95,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Lillooet",,   100,"",    45,"",    50,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ntlakapamux (Thompson)",,   180,"",    95,"",    80,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Secwepemctsin (Shuswap)",,   265,"",   120,"",   140,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Squamish",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Straits",,    95,"",    40,"",    45,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Syilx (Okanagan)",,   185,"",    80,"",   105,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Salish languages, n.i.e.",,    55,"",    25,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Siouan languages",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Assiniboine",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Dakota",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Stoney",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Siouan languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Tsimshian languages",,  1005,"",   505,"",   505,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Gitxsan (Gitksan)",,   575,"",   295,"",   275,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Nisga'a",,   320,"",   155,"",   165,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Tsimshian",,   115,"",    60,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Wakashan languages",,   760,"",   380,"",   385,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Haisla",,    80,"",    30,"",    50,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Heiltsuk",,   295,"",   180,"",   115,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Kwak'wala (Kwakiutl)",,   150,"",    70,"",    80,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Nuu-chah-nulth (Nootka)",,   215,"",    90,"",   125,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Wakashan languages, n.i.e.",,    20,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Indigenous languages, n.i.e.",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Indigenous languages, n.o.s.",,    70,"",    25,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","      Non-Indigenous languages",,1373655,"",641910,"",731745,"",   27.7,"",   26.4,"",   29.1,"",
"Mother tongue","        Afro-Asiatic languages",, 33195,"", 17710,"", 15485,"",    0.7,"",    0.7,"",    0.6,"",
"Mother tongue","          Berber languages",,   110,"",    70,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Kabyle",,    70,"",    45,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tamazight",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Berber languages, n.i.e.",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Chadic languages",,    50,"",    35,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Hausa",,    40,"",    25,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Mina",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Coptic",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Cushitic languages",,  2005,"",  1025,"",   980,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Bilen",,    30,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Oromo",,   310,"",   165,"",   140,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Somali",,  1590,"",   805,"",   785,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Cushitic languages, n.i.e.",,    75,"",    40,"",    35,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Semitic languages",, 31020,"", 16575,"", 14450,"",    0.6,"",    0.7,"",    0.6,"",
"Mother tongue","            Amharic",,  1620,"",   790,"",   835,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Arabic",, 22970,"", 12330,"", 10640,"",    0.5,"",    0.5,"",    0.4,"",
"Mother tongue","            Aramaic languages",,  1505,"",   770,"",   735,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Assyrian Neo-Aramaic",,   580,"",   295,"",   280,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Chaldean Neo-Aramaic",,   800,"",   405,"",   390,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Aramaic, n.o.s.",,   125,"",    65,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Harari",,    15,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Hebrew",,  2260,"",  1275,"",   980,"",    0.0,"",    0.1,"",    0.0,"",
"Mother tongue","            Maltese",,   170,"",    85,"",    90,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tigrigna",,  2455,"",  1310,"",  1150,"",    0.0,"",    0.1,"",    0.0,"",
"Mother tongue","            Semitic languages, n.i.e.",,    15,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Austro-Asiatic languages",, 34145,"", 15270,"", 18875,"",    0.7,"",    0.6,"",    0.7,"",
"Mother tongue","          Khmer (Cambodian)",,  1530,"",   670,"",   865,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Vietnamese",, 32560,"", 14580,"", 17985,"",    0.7,"",    0.6,"",    0.7,"",
"Mother tongue","          Austro-Asiatic languages, n.i.e",,    50,"",    25,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Austronesian languages",,104100,"", 42685,"", 61415,"",    2.1,"",    1.8,"",    2.4,"",
"Mother tongue","          Bikol",,   425,"",   180,"",   240,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Bisaya, n.o.s.",,  1375,"",   550,"",   825,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Cebuano",,  3585,"",  1405,"",  2175,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Fijian",,   345,"",   180,"",   170,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Hiligaynon",,  1895,"",   755,"",  1140,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ilocano",,  6325,"",  2650,"",  3675,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Indonesian",,  4080,"",  1730,"",  2345,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Kankanaey",,   200,"",    85,"",   120,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Kinaray-a",,   125,"",    45,"",    80,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Malagasy languages",,    35,"",    15,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Merina",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Malagasy, n.o.s.",,    30,"",    15,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Malay",,   365,"",   180,"",   185,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Pampangan (Kapampangan, Pampango)",,   870,"",   400,"",   470,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Pangasinan",,   395,"",   165,"",   230,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Tagalog (Pilipino, Filipino)",, 82835,"", 33800,"", 49045,"",    1.7,"",    1.4,"",    1.9,"",
"Mother tongue","          Waray-Waray",,   300,"",   125,"",   175,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Austronesian languages, n.i.e.",,   945,"",   425,"",   525,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Creole languages",,   925,"",   465,"",   460,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Haitian Creole",,   115,"",    60,"",    50,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Jamaican English Creole",,    40,"",    25,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Krio",,    35,"",    20,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Morisyen",,   375,"",   170,"",   205,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Sango",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Creole, n.o.s.",,   180,"",   100,"",    80,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Creole languages, n.i.e.",,   170,"",    85,"",    90,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Dravidian languages",, 13260,"",  7225,"",  6035,"",    0.3,"",    0.3,"",    0.2,"",
"Mother tongue","          Kannada",,   565,"",   290,"",   270,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Malayalam",,  4740,"",  2590,"",  2155,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Tamil",,  5055,"",  2645,"",  2405,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Telugu",,  2810,"",  1650,"",  1160,"",    0.1,"",    0.1,"",    0.0,"",
"Mother tongue","          Tulu",,    70,"",    40,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Dravidian languages, n.i.e.",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Georgian",,   160,"",    95,"",    70,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Hmong-Mien languages",,    85,"",    40,"",    45,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Indo-European languages",,657345,"",321395,"",335955,"",   13.3,"",   13.2,"",   13.3,"",
"Mother tongue","          Albanian",,  1645,"",   850,"",   795,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Armenian",,  1350,"",   650,"",   695,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Balto-Slavic languages",, 81655,"", 37525,"", 44135,"",    1.6,"",    1.5,"",    1.8,"",
"Mother tongue","            Baltic languages",,  1065,"",   475,"",   595,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Latvian",,   545,"",   250,"",   290,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Lithuanian",,   525,"",   220,"",   300,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Slavic languages",, 80590,"", 37050,"", 43540,"",    1.6,"",    1.5,"",    1.7,"",
"Mother tongue","              Belarusian",,    70,"",    30,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Bulgarian",,  2025,"",   960,"",  1065,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Czech",,  5855,"",  2770,"",  3090,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Macedonian",,   330,"",   170,"",   165,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Polish",, 15810,"",  7190,"",  8625,"",    0.3,"",    0.3,"",    0.3,"",
"Mother tongue","              Russian",, 28660,"", 12825,"", 15835,"",    0.6,"",    0.5,"",    0.6,"",
"Mother tongue","              Rusyn",,    25,"",     5,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Serbo-Croatian",, 16425,"",  8055,"",  8365,"",    0.3,"",    0.3,"",    0.3,"",
"Mother tongue","                Bosnian",,  1655,"",   805,"",   855,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","                Croatian",,  6805,"",  3255,"",  3545,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","                Serbian",,  7665,"",  3855,"",  3815,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","                Serbo-Croatian, n.i.e.",,   300,"",   145,"",   155,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Slovak",,  3275,"",  1475,"",  1805,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Slovene (Slovenian)",,   950,"",   430,"",   520,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Ukrainian",,  7120,"",  3120,"",  4000,"",    0.1,"",    0.1,"",    0.2,"",
"Mother tongue","              Slavic languages, n.i.e.",,    40,"",    25,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Celtic languages",,   415,"",   225,"",   190,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Irish",,   110,"",    60,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Scottish Gaelic",,    80,"",    40,"",    35,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Welsh",,   200,"",   100,"",   100,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Celtic languages, n.i.e.",,    30,"",    20,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Germanic languages",, 84375,"", 39695,"", 44675,"",    1.7,"",    1.6,"",    1.8,"",
"Mother tongue","            Frisian",,   200,"",    95,"",   105,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            High German languages",, 53255,"", 24820,"", 28435,"",    1.1,"",    1.0,"",    1.1,"",
"Mother tongue","              German",, 50695,"", 23575,"", 27125,"",    1.0,"",    1.0,"",    1.1,"",
"Mother tongue","              Pennsylvania German",,    15,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Swiss German",,  2330,"",  1130,"",  1205,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Yiddish",,   215,"",   110,"",   105,"",    0.0,"",    0.0,"",    0.0,"",
